CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
9367488,2,1,4,M,74,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9369760,1,1,2,F,998,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2021
9369760,2,1,4,M,33,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9370027,2,1,4,F,36,4,-,-,V,1,"SAN DIEGO","SAN DIEGO",2021
9370075,1,1,4,M,48,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9375187,2,1,4,M,32,4,0,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9378671,2,1,4,M,19,6,1,P,X,0,"SAN DIEGO","SAN DIEGO",2021
9391162,1,1,4,F,44,3,1,M,V,1,"SAN DIEGO","SAN DIEGO",2021
9396004,1,1,4,F,28,3,1,N,A,1,"SAN DIEGO","SAN DIEGO",2022
9403165,1,1,4,M,26,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
9405044,1,1,2,M,37,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9405044,2,1,4,F,69,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9410602,1,1,4,M,14,3,1,-,W,1,"SAN DIEGO","SAN DIEGO",2022
9410697,2,1,4,M,45,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9411600,1,1,4,M,26,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9411853,1,1,4,M,13,4,1,P,B,0,"SAN DIEGO","SAN DIEGO",2022
9413496,2,1,4,M,57,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9418421,1,1,4,M,68,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9419042,2,1,4,M,12,4,1,N,B,2,"SAN DIEGO","SAN DIEGO",2022
9419045,2,1,4,M,53,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9421391,1,1,4,M,61,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9421480,2,1,4,M,15,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9427140,2,1,4,F,33,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9430981,2,1,4,M,28,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9430983,2,1,2,M,57,4,1,P,A,3,"SAN DIEGO","SAN DIEGO",2022
9433033,1,1,4,M,30,3,1,M,V,0,"SAN DIEGO","SAN DIEGO",2022
9439818,1,1,4,M,48,3,1,P,W,-,"SAN DIEGO","SAN DIEGO",2022
9440468,2,1,4,M,74,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9440877,1,1,4,M,74,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9443645,1,1,4,M,54,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9447483,1,1,4,M,25,4,-,-,-,0,"SAN DIEGO","SAN DIEGO",2022
9451625,2,1,4,M,58,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9451628,1,1,4,M,41,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9452477,1,1,4,M,45,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9457521,1,1,4,M,54,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9457604,1,1,4,F,28,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9458290,1,1,4,M,57,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9458325,2,1,4,M,64,4,1,P,A,3,"SAN DIEGO","SAN DIEGO",2022
9458337,1,1,4,M,53,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9459880,1,1,4,M,33,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9474063,1,1,4,M,13,3,1,N,-,1,"SAN DIEGO","SAN DIEGO",2022
9478659,1,1,4,M,59,3,1,M,Y,-,"SAN DIEGO","SAN DIEGO",2022
9482990,1,1,4,M,69,3,1,P,V,-,"SAN DIEGO","SAN DIEGO",2022
9489285,1,1,4,M,33,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9490953,2,1,4,M,62,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9491531,1,1,4,M,59,2,1,M,V,1,"SAN DIEGO","SAN DIEGO",2022
9491533,1,1,2,F,42,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9491533,1,2,2,F,37,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9491533,2,1,4,F,24,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9491537,1,1,4,M,9,2,1,P,V,2,"SAN DIEGO","SAN DIEGO",2022
9491537,2,1,2,-,8,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9491537,2,2,2,F,26,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9491537,2,3,2,F,998,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9491537,2,4,2,F,998,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9493679,1,1,2,F,35,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2022
9493679,2,1,4,M,48,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9493891,1,1,4,F,13,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9499148,1,1,4,M,37,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9499165,2,1,4,M,30,3,-,-,A,2,"SAN DIEGO","SAN DIEGO",2022
9499202,1,1,4,M,73,3,1,P,X,3,"SAN DIEGO","SAN DIEGO",2022
9499978,1,1,4,M,51,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9500526,2,1,4,M,54,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9500526,3,1,2,M,53,0,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9502502,1,1,2,M,25,0,3,M,H,0,"SAN DIEGO","SAN DIEGO",2022
9502502,2,1,4,F,58,3,0,P,X,3,"SAN DIEGO","SAN DIEGO",2022
9502509,2,1,4,M,50,4,1,M,W,2,"SAN DIEGO","SAN DIEGO",2022
9502510,2,1,4,M,48,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9502828,1,1,4,M,54,3,-,P,V,-,"SAN DIEGO","SAN DIEGO",2022
9503727,1,1,4,M,55,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9504199,2,1,4,M,76,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9507321,1,1,4,M,30,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9507818,2,1,2,M,43,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2022
9512205,2,1,4,M,35,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2022
9515711,1,1,4,M,34,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9516335,1,1,2,M,36,0,1,M,H,0,"SAN DIEGO","SAN DIEGO",2022
9516335,2,1,4,M,15,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9522497,1,1,4,M,79,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9522500,1,1,4,F,34,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9522734,1,1,4,F,28,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9524011,1,1,4,M,29,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9528489,2,1,3,M,56,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9528494,1,1,4,M,41,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2022
9528584,2,1,4,F,30,2,0,P,W,0,"SAN DIEGO","SAN DIEGO",2022
9531974,2,1,4,M,36,3,0,P,W,2,"SAN DIEGO","SAN DIEGO",2022
9537911,1,1,4,M,43,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2022
9538350,1,1,4,M,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2022
9542356,1,1,4,M,12,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9542356,3,1,4,M,13,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2022
9547998,1,1,4,F,56,2,1,P,A,0,"SAN DIEGO","SAN DIEGO",2022
8513370,1,1,4,F,25,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8536507,1,1,4,M,59,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8536515,2,1,4,M,32,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8536543,2,1,4,M,52,3,0,N,-,0,"SAN DIEGO","SAN DIEGO",2018
8539574,1,1,4,M,51,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8539598,1,1,4,M,22,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8539598,2,1,2,F,28,0,1,M,P,0,"SAN DIEGO","SAN DIEGO",2018
8539598,2,2,2,M,4,0,5,M,P,0,"SAN DIEGO","SAN DIEGO",2018
8548799,1,1,4,M,19,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8549667,2,1,4,M,11,3,2,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8549667,3,1,4,M,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8549675,1,1,4,M,49,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8549809,1,1,4,M,6,3,9,N,W,0,"SAN DIEGO","SAN DIEGO",2018
8550406,1,1,2,M,72,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8550406,2,1,4,M,37,5,9,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8550406,3,1,4,M,29,6,9,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8550711,2,1,4,M,39,4,9,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8553667,2,1,4,M,63,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8563582,1,1,4,M,36,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8563598,1,1,4,M,50,3,1,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8563604,1,1,4,F,56,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8563624,1,1,4,M,27,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8568081,2,1,4,M,54,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2018
8571466,1,1,4,M,34,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8576051,1,1,4,M,42,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8576756,2,1,4,M,48,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8580449,1,1,4,M,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8580469,1,1,3,F,62,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8580477,1,1,4,M,65,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2018
8582477,1,1,4,M,56,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8584268,1,1,4,M,29,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8584311,1,1,4,M,25,4,1,-,P,3,"SAN DIEGO","SAN DIEGO",2018
8586985,2,1,4,F,35,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8589119,1,1,4,M,57,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8592118,2,1,4,F,51,3,1,P,C,0,"SAN DIEGO","SAN DIEGO",2018
8592138,1,1,4,M,35,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8592664,1,1,4,F,32,3,1,-,P,1,"SAN DIEGO","SAN DIEGO",2018
8592668,2,1,4,M,57,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8592691,1,1,4,M,19,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8594137,1,1,4,M,42,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8594204,1,1,4,M,13,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8594220,1,1,4,F,51,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8598904,2,1,4,F,26,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8599530,1,1,4,M,12,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8599674,1,1,4,M,18,4,1,-,V,1,"SAN DIEGO","SAN DIEGO",2018
8599812,2,1,4,M,69,4,9,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8607362,1,1,4,M,77,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8610348,2,1,4,M,28,4,0,P,V,2,"SAN DIEGO","SAN DIEGO",2018
8611030,2,1,4,F,26,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8611123,1,1,4,F,31,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8611123,2,1,2,F,31,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8613740,1,1,4,M,50,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8613740,2,1,2,F,83,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8613837,1,1,4,F,53,4,9,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8614260,2,1,4,M,19,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2018
8614303,1,1,4,F,8,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8615528,1,1,4,M,12,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8615536,1,1,4,F,45,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8616061,2,1,4,M,22,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8619190,1,1,4,F,47,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8619190,2,1,2,M,42,0,2,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8619190,2,2,2,F,65,0,3,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8619190,2,3,2,F,62,0,4,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8619190,2,4,2,M,24,0,5,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8619190,2,5,2,-,998,0,6,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8621355,2,1,4,M,24,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8621469,1,1,4,M,16,4,2,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8621473,2,1,4,M,58,3,2,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8625531,2,1,4,M,15,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8625575,1,1,4,-,64,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8625595,1,1,4,M,16,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8626081,2,1,4,M,17,6,0,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8626117,1,1,4,M,50,3,1,A,V,0,"SAN DIEGO","SAN DIEGO",2018
8626126,1,1,4,M,16,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8627009,2,1,4,M,28,3,1,A,V,3,"SAN DIEGO","SAN DIEGO",2018
8627905,2,1,4,M,37,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2018
8628663,1,1,4,M,75,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2018
8633244,2,1,4,M,59,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8633749,1,1,4,M,86,3,1,P,Y,1,"SAN DIEGO","SAN DIEGO",2018
8636517,1,1,4,M,19,2,1,V,-,2,"SAN DIEGO","SAN DIEGO",2018
8638478,1,1,4,M,56,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2018
8641016,2,1,4,F,24,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8641624,1,1,2,M,33,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8641624,2,1,4,M,54,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8643788,1,1,4,M,59,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8646451,1,1,4,-,63,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8649761,1,1,4,M,36,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8649761,2,1,2,F,34,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8653514,2,1,4,M,63,7,0,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8654459,1,1,4,M,38,6,9,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8654463,1,1,4,-,20,5,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8655293,1,1,4,-,12,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8655317,1,1,2,F,65,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8655317,2,1,4,M,20,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8658200,2,1,4,M,31,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2018
8659961,1,1,4,M,43,3,1,M,V,3,"SAN DIEGO","SAN DIEGO",2018
8663129,1,1,4,M,47,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8663691,1,1,4,M,41,6,1,P,Y,1,"SAN DIEGO","SAN DIEGO",2018
8664564,1,1,4,M,58,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8664746,1,1,4,M,40,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8664786,2,1,4,M,41,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8666479,1,1,4,-,48,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8669236,1,1,4,M,15,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8669289,1,1,4,M,54,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8669321,1,1,4,M,33,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8670417,1,1,4,M,46,6,1,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8670462,1,1,4,F,38,3,1,P,A,3,"SAN DIEGO","SAN DIEGO",2018
8671874,2,1,4,M,36,2,9,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8671918,1,1,4,M,46,2,0,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8671983,1,1,4,M,66,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8672315,1,1,4,F,68,3,9,-,H,1,"SAN DIEGO","SAN DIEGO",2018
8673866,1,1,4,M,31,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8675132,1,1,4,M,49,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8678442,1,1,4,M,54,6,1,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8679117,1,1,4,-,35,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8684620,1,1,4,F,43,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8688571,1,1,4,M,16,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8688579,1,1,4,-,998,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8688907,1,1,4,-,31,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8689691,1,1,4,F,20,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8689691,2,1,2,M,1,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8694822,2,1,3,F,42,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8694846,1,1,4,F,8,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8695662,1,1,4,F,32,4,1,-,V,0,"SAN DIEGO","SAN DIEGO",2018
8696790,2,1,4,M,53,3,9,-,-,1,"SAN DIEGO","SAN DIEGO",2018
8698920,2,1,4,M,43,2,1,-,-,1,"SAN DIEGO","SAN DIEGO",2018
8706791,1,1,4,F,22,6,0,-,P,0,"SAN DIEGO","SAN DIEGO",2018
8706929,1,1,4,M,50,4,0,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8708033,2,1,4,M,58,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2018
8710283,1,1,4,M,12,4,1,-,A,2,"SAN DIEGO","SAN DIEGO",2018
8710287,2,1,4,M,31,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8710318,2,1,4,M,23,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8711139,2,1,4,M,65,3,1,W,-,2,"SAN DIEGO","SAN DIEGO",2018
8713210,2,1,2,F,2,0,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8713210,2,2,4,M,63,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8713601,1,1,4,-,31,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8713964,1,1,4,M,17,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8714089,1,1,4,M,46,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2018
8722595,2,1,4,F,35,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8722737,1,1,4,F,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8722797,1,1,4,M,59,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8731877,1,1,4,F,74,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8732787,2,1,4,-,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8733127,1,1,4,F,41,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8733778,1,1,4,M,21,3,0,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8734522,2,1,4,M,29,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8735400,1,1,4,M,79,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8738374,2,1,4,-,61,3,9,M,P,0,"SAN DIEGO","SAN DIEGO",2018
8741157,1,1,4,-,44,6,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8741967,2,1,4,M,24,6,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8741967,3,1,4,M,26,6,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8744064,1,1,4,F,31,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8744907,1,1,4,F,53,4,9,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8745057,2,1,4,M,58,2,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8747931,2,1,4,M,30,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8747940,1,1,4,M,61,5,1,-,W,0,"SAN DIEGO","SAN DIEGO",2018
8747944,2,1,4,M,42,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8747999,2,1,4,M,55,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8753086,2,1,4,M,43,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8759886,1,1,4,M,23,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8762298,2,1,4,M,34,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2018
8768514,1,1,4,F,46,6,1,P,B,1,"SAN DIEGO","SAN DIEGO",2018
8769234,1,1,4,M,47,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8772507,2,1,4,M,30,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8772511,2,1,4,M,47,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8772562,2,1,4,F,70,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8775875,2,1,4,-,19,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8778183,1,1,4,M,30,6,1,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8780066,2,1,4,M,28,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8784953,1,1,4,F,63,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2019
8787643,2,1,4,M,52,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8788496,2,1,4,M,59,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8792507,1,1,4,M,53,6,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8799872,1,1,4,M,40,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8800374,2,1,4,-,38,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8800382,1,1,4,F,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8802333,1,1,4,F,51,6,1,P,-,2,"SAN DIEGO","SAN DIEGO",2019
8807067,2,1,4,M,19,6,9,-,W,3,"SAN DIEGO","SAN DIEGO",2019
8811324,1,1,3,F,2,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8819696,1,1,4,M,49,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8819716,2,1,4,M,63,6,1,P,W,3,"SAN DIEGO","SAN DIEGO",2019
8819760,1,1,4,M,29,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8827144,1,1,4,M,30,4,1,M,V,1,"SAN DIEGO","SAN DIEGO",2019
8827362,2,1,4,M,59,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8828573,2,1,4,M,16,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8829079,2,1,4,M,16,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8829578,1,1,4,M,54,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8829585,2,1,4,M,43,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8829677,1,1,4,M,39,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8830067,2,1,4,M,45,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8831479,1,1,4,M,64,3,9,P,Y,1,"SAN DIEGO","SAN DIEGO",2019
8831479,2,1,3,-,74,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8834872,1,1,4,M,20,3,1,N,-,0,"SAN DIEGO","SAN DIEGO",2019
8835065,2,1,4,M,52,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8838223,1,1,4,F,61,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8843806,2,1,4,F,44,6,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8843837,1,1,4,F,53,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2019
8845658,1,1,4,M,42,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8845850,1,1,4,M,50,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8845887,1,1,4,M,54,3,1,-,V,3,"SAN DIEGO","SAN DIEGO",2019
8848353,2,1,4,F,65,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8848353,3,1,4,F,64,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8853092,1,1,4,M,62,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8853939,1,1,4,M,52,4,9,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8853976,1,1,4,M,27,4,0,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8853996,2,1,4,M,54,4,9,V,-,0,"SAN DIEGO","SAN DIEGO",2019
8855017,1,1,4,M,12,7,1,P,-,1,"SAN DIEGO","SAN DIEGO",2019
8855526,1,1,4,M,43,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8862020,1,1,4,F,52,4,0,-,P,3,"SAN DIEGO","SAN DIEGO",2019
8863662,2,1,4,M,47,4,1,P,W,3,"SAN DIEGO","SAN DIEGO",2019
8866237,2,1,4,M,34,3,9,-,V,1,"SAN DIEGO","SAN DIEGO",2019
