CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
8641008,2,1,2,F,37,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8641008,2,2,2,F,3,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2018
8641008,2,3,2,M,3,0,4,M,Q,0,"SAN DIEGO","SAN DIEGO",2018
8641640,1,1,4,F,17,6,1,P,V,2,"SAN DIEGO","SAN DIEGO",2018
8641730,1,1,4,M,38,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8642561,1,1,2,M,3,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2018
8642561,2,1,4,F,39,6,0,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8643808,1,1,4,M,46,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8647205,1,1,4,M,20,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2018
8647554,2,1,1,M,57,4,1,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8650735,1,1,1,M,27,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8650735,2,1,4,M,29,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8651834,1,1,4,M,31,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8653494,2,1,4,M,33,5,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8653502,1,1,4,M,21,6,1,-,W,1,"SAN DIEGO","SAN DIEGO",2018
8654467,1,1,4,M,26,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8654467,2,1,2,M,47,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8659920,2,1,4,M,47,6,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8659945,2,1,4,M,15,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8660720,2,1,4,F,33,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8663149,2,1,4,M,17,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8663216,1,1,4,M,34,4,1,C,P,3,"SAN DIEGO","SAN DIEGO",2018
8664754,1,1,4,M,22,3,9,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8672280,1,1,4,F,12,3,2,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8672280,2,1,2,F,6,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8673780,2,1,4,M,33,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8676130,1,1,4,M,23,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8676132,1,1,4,F,50,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2018
8676132,2,1,2,F,72,0,3,N,G,3,"SAN DIEGO","SAN DIEGO",2018
8676140,1,1,4,F,54,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8679069,1,1,4,M,22,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8679069,2,1,3,F,61,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8679253,2,1,4,F,9,3,2,-,P,3,"SAN DIEGO","SAN DIEGO",2018
8685936,1,1,4,-,25,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8687504,1,1,4,M,30,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8688329,1,1,4,M,33,2,9,V,-,1,"SAN DIEGO","SAN DIEGO",2018
8688329,2,1,2,F,2,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2018
8690431,1,1,4,F,61,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8695601,2,1,4,M,35,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8699335,1,1,4,M,32,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8706032,2,1,4,M,31,6,9,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8706036,1,1,4,M,54,6,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8706056,1,1,4,M,42,3,1,-,V,1,"SAN DIEGO","SAN DIEGO",2018
8710295,1,1,4,M,20,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2018
8711318,1,1,4,M,55,5,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8713596,1,1,4,M,51,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8713669,2,1,4,M,47,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8713928,1,1,5,F,23,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8718603,1,1,4,F,58,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2018
8726446,2,1,4,M,30,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8727392,1,1,4,M,58,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2018
8731942,1,1,4,M,65,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8732355,1,1,2,F,13,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8732355,2,1,4,M,44,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8732537,1,1,4,M,66,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8732807,2,1,4,M,22,6,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8732843,1,1,1,F,40,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8732843,2,1,4,M,61,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8732847,2,1,4,M,55,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8732863,1,1,4,-,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8733813,2,1,4,F,33,3,2,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8735471,1,1,4,M,52,6,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8736239,1,1,4,F,68,3,9,-,P,1,"SAN DIEGO","SAN DIEGO",2018
8736331,1,1,2,F,51,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8736331,2,1,4,M,49,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8741149,1,1,4,M,53,3,9,P,B,0,"SAN DIEGO","SAN DIEGO",2018
8741955,2,1,4,M,42,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8741959,1,1,4,M,31,3,9,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8743552,2,1,4,M,59,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8746170,2,1,4,M,21,4,9,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8747329,1,1,4,M,48,6,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8747329,2,1,3,M,13,6,1,P,-,0,"SAN DIEGO","SAN DIEGO",2018
8747956,1,1,4,M,14,3,9,-,W,3,"SAN DIEGO","SAN DIEGO",2018
8747964,1,1,2,F,6,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8747964,1,2,2,M,2,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8747964,1,3,4,F,72,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8748025,1,1,4,M,26,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2018
8754423,1,1,4,F,17,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8754423,2,1,3,F,63,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8759870,1,1,4,M,37,3,9,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8759992,2,1,4,M,65,4,0,M,V,3,"SAN DIEGO","SAN DIEGO",2018
8759992,3,1,2,M,45,0,3,M,G,3,"SAN DIEGO","SAN DIEGO",2018
8764130,1,1,4,F,16,6,1,W,-,3,"SAN DIEGO","SAN DIEGO",2018
8764484,2,1,4,M,65,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2018
8764485,2,1,4,M,28,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2018
8767274,2,1,4,F,75,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2018
8769665,1,1,4,M,35,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2018
8771716,2,1,4,F,28,6,1,P,W,2,"SAN DIEGO","SAN DIEGO",2018
8772142,1,1,2,F,23,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2018
8772142,2,1,4,M,39,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2018
8788540,2,1,4,M,17,6,1,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8789416,2,1,4,M,44,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8789468,1,1,4,M,24,6,1,P,-,1,"SAN DIEGO","SAN DIEGO",2019
8792613,1,1,4,F,40,2,1,-,V,1,"SAN DIEGO","SAN DIEGO",2019
8792617,1,1,4,M,26,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8793934,1,1,4,M,71,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2019
8793962,1,1,4,M,12,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2019
8794808,1,1,4,M,59,4,1,P,W,3,"SAN DIEGO","SAN DIEGO",2019
8794946,1,1,4,M,48,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8805330,1,1,2,F,2,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2019
8805330,1,2,2,M,4,0,4,M,Q,0,"SAN DIEGO","SAN DIEGO",2019
8805330,2,1,4,M,28,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2019
8811296,2,1,4,M,35,7,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8819703,1,1,2,M,18,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8819703,2,1,4,M,55,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8819895,2,1,4,-,998,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2018
8820336,1,1,4,M,38,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2019
8820379,2,1,4,M,54,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8821291,1,1,4,M,86,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8822573,2,1,4,M,35,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2018
8823761,2,1,1,F,52,7,1,L,G,0,"SAN DIEGO","SAN DIEGO",2019
8823761,3,1,4,M,31,7,9,-,-,0,"SAN DIEGO","SAN DIEGO",2019
8827195,1,1,4,M,60,6,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8829103,1,1,4,M,54,6,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8829448,2,1,4,-,998,6,1,V,W,1,"SAN DIEGO","SAN DIEGO",2019
8829550,1,1,4,F,25,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8829550,2,1,3,M,22,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8843762,1,1,4,F,29,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2019
8843774,1,1,4,M,11,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8844762,1,1,4,F,61,4,9,-,W,1,"SAN DIEGO","SAN DIEGO",2019
8845851,1,1,1,M,30,7,1,L,B,0,"SAN DIEGO","SAN DIEGO",2019
8845851,2,1,4,M,49,6,9,-,V,1,"SAN DIEGO","SAN DIEGO",2019
8847452,2,1,4,M,32,4,0,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8848278,2,1,4,M,32,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2019
8853118,1,1,4,M,12,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8866207,1,1,4,M,44,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8866229,1,1,4,M,17,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8866229,1,2,2,M,16,4,4,P,X,2,"SAN DIEGO","SAN DIEGO",2019
8867296,1,1,4,M,39,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8867296,2,1,2,M,45,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8867296,2,2,2,M,30,0,4,P,G,0,"SAN DIEGO","SAN DIEGO",2019
8867296,2,3,2,M,47,0,6,P,Q,0,"SAN DIEGO","SAN DIEGO",2019
8872477,1,1,4,M,71,3,9,-,W,1,"SAN DIEGO","SAN DIEGO",2019
8876180,1,1,4,M,14,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8877006,1,1,4,M,53,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8884284,1,1,4,M,23,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8886031,1,1,4,M,60,4,1,P,A,2,"SAN DIEGO","SAN DIEGO",2019
8886058,1,1,4,M,28,3,9,M,V,0,"SAN DIEGO","SAN DIEGO",2019
8886404,1,1,4,M,54,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8886404,2,1,2,M,27,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8887611,1,1,4,F,75,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8888333,2,1,4,M,27,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8889326,1,1,4,M,61,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8898501,1,1,4,M,62,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8898509,2,1,4,M,67,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8898514,1,1,4,F,15,2,9,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8902324,1,1,4,M,48,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2019
8902324,2,1,2,F,27,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8905453,1,1,4,M,19,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8905453,2,1,2,M,24,0,3,M,G,3,"SAN DIEGO","SAN DIEGO",2019
8905453,2,2,2,F,48,0,6,P,G,3,"SAN DIEGO","SAN DIEGO",2019
8905453,2,3,2,F,1,0,5,P,Q,3,"SAN DIEGO","SAN DIEGO",2019
8905453,2,4,2,M,5,0,4,P,G,3,"SAN DIEGO","SAN DIEGO",2019
8911851,1,1,4,M,42,1,1,P,Y,1,"SAN DIEGO","SAN DIEGO",2020
8919834,1,1,4,M,69,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8921557,2,1,4,M,31,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2019
8924455,1,1,4,M,19,3,9,P,A,1,"SAN DIEGO","SAN DIEGO",2019
8931288,1,1,4,M,55,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8931288,2,1,2,F,51,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8931347,2,1,4,M,42,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8936462,2,1,4,M,28,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8936741,1,1,4,M,13,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8937112,2,1,4,F,31,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8938122,1,1,4,M,27,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8944606,1,1,4,M,39,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8944606,1,2,2,M,24,4,2,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8944666,1,1,4,M,59,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8944973,1,1,4,M,47,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8945065,1,1,4,M,78,2,9,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8945668,2,1,4,M,22,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8945765,1,1,4,M,59,6,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8955460,2,1,4,M,56,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8955616,1,1,4,M,35,4,0,P,B,3,"SAN DIEGO","SAN DIEGO",2019
8956295,2,1,4,M,45,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2019
8958019,1,1,4,M,63,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8961580,1,1,4,M,44,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8961580,2,1,2,M,23,0,4,M,G,3,"SAN DIEGO","SAN DIEGO",2019
8961580,2,2,2,F,19,0,6,M,G,3,"SAN DIEGO","SAN DIEGO",2019
8961580,2,3,2,M,13,0,3,M,G,3,"SAN DIEGO","SAN DIEGO",2019
8961687,1,1,4,F,56,2,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8961796,2,1,4,M,40,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8961930,1,1,4,F,41,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8968512,1,1,4,F,34,2,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8969016,2,1,4,M,66,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8969489,1,1,4,M,24,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2019
8969489,2,1,4,M,62,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8969690,1,1,4,F,32,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8971824,1,1,4,M,37,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8971835,1,1,4,M,18,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8971835,2,1,2,M,27,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8972941,1,1,4,M,63,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8974404,1,1,4,M,64,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8975281,1,1,4,M,26,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2019
8975839,1,1,4,M,50,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8977439,1,1,4,M,38,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8977445,1,1,4,M,63,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8978256,1,1,4,F,31,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8978256,2,1,2,F,49,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8981696,2,1,4,M,25,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2019
8986737,1,1,4,M,16,4,0,M,V,0,"SAN DIEGO","SAN DIEGO",2019
8988178,1,1,4,M,20,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8991699,2,1,4,F,43,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8992841,2,1,4,F,30,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2019
8992896,1,1,4,M,62,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8998065,1,1,4,M,41,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
9005487,1,1,4,M,48,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
9010212,1,1,4,F,27,3,0,P,A,0,"SAN DIEGO","SAN DIEGO",2019
9010821,1,1,4,F,12,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2019
9014906,2,1,4,M,66,3,0,N,B,3,"SAN DIEGO","SAN DIEGO",2019
9014945,1,1,4,F,11,3,1,P,B,2,"SAN DIEGO","SAN DIEGO",2019
9016648,1,1,4,M,31,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9017534,1,1,4,M,26,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9019977,1,1,4,M,31,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
9020395,2,1,4,M,25,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
9028994,2,1,4,M,51,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
9028998,2,1,4,M,55,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
9032347,1,1,4,M,46,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
9036446,2,1,3,F,73,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2020
9036492,2,1,4,M,32,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2020
9037784,1,1,4,F,57,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9038515,1,1,4,M,36,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9039010,1,1,4,M,24,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9040035,2,1,4,M,24,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2020
9042274,2,1,4,M,14,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2020
9052932,1,1,4,M,31,4,0,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9052932,2,1,2,M,37,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9054862,1,1,4,M,28,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9061032,1,1,4,M,51,3,1,P,A,3,"SAN DIEGO","SAN DIEGO",2020
9062139,1,1,4,M,57,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9062730,2,1,4,M,70,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9063449,2,1,4,M,39,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9063450,1,1,4,F,49,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
90657093,1,1,4,F,54,5,1,-,W,1,"SAN DIEGO","SAN DIEGO",2018
9066693,1,1,4,M,63,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9068236,1,1,4,M,59,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9068404,1,1,4,M,64,3,0,P,B,0,"SAN DIEGO","SAN DIEGO",2020
9071589,1,1,4,M,10,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2020
90737174,1,1,4,M,23,6,1,-,W,1,"SAN DIEGO","SAN DIEGO",2018
9077884,1,1,4,F,27,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2020
9081266,2,1,4,M,30,3,-,-,A,-,"SAN DIEGO","SAN DIEGO",2020
90820890,1,1,4,M,25,6,1,-,X,1,"SAN DIEGO","SAN DIEGO",2018
9085872,2,1,4,F,4,4,-,-,W,-,"SAN DIEGO","SAN DIEGO",2020
9087428,2,1,4,M,51,3,1,P,A,-,"SAN DIEGO","SAN DIEGO",2020
9087432,2,1,4,M,998,3,1,P,A,-,"SAN DIEGO","SAN DIEGO",2020
9094263,1,1,4,M,73,2,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9094668,1,1,4,M,79,2,0,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9094668,2,1,2,F,27,0,2,M,E,0,"SAN DIEGO","SAN DIEGO",2020
9094671,2,1,4,M,69,2,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9096887,1,1,4,F,26,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2020
9098915,1,1,2,M,27,0,3,M,H,0,"SAN DIEGO","SAN DIEGO",2020
9098915,2,1,4,M,31,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9101571,1,1,4,M,89,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9101582,1,1,4,M,31,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9101584,1,1,4,M,51,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9104896,1,1,4,M,62,3,0,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9104916,1,1,4,F,41,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9112426,1,1,4,M,27,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9114983,1,1,4,F,6,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9117187,2,1,4,F,47,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9118584,1,1,4,M,59,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9118588,2,1,4,M,23,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9119207,1,1,4,M,45,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9119207,2,1,2,M,16,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
91218542,1,1,4,M,44,6,1,-,V,1,"SAN DIEGO","SAN DIEGO",2020
9127318,2,1,4,M,58,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9127329,1,1,4,M,31,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9127333,1,1,4,F,52,2,1,P,V,2,"SAN DIEGO","SAN DIEGO",2020
9127426,1,1,4,M,67,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9128968,1,1,4,M,56,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9128968,2,1,3,M,22,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9129367,1,1,4,F,35,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9131398,1,1,4,M,39,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9132138,2,1,4,M,51,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9133682,1,1,4,M,63,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9134938,2,1,4,M,30,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9135912,2,1,4,M,60,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9136592,2,1,4,M,66,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2020
9136753,1,1,4,M,62,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9137934,1,1,3,F,69,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9137972,1,1,4,M,9,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9144001,1,1,4,M,24,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9146123,1,1,4,M,32,3,1,M,A,0,"SAN DIEGO","SAN DIEGO",2020
9146137,2,1,4,M,52,3,1,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9153006,1,1,2,F,50,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2020
9153006,1,2,2,M,998,0,9,P,B,0,"SAN DIEGO","SAN DIEGO",2020
9153006,2,1,4,M,65,2,1,P,B,1,"SAN DIEGO","SAN DIEGO",2020
9153411,1,1,2,F,10,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9153411,2,1,4,M,27,3,1,M,A,1,"SAN DIEGO","SAN DIEGO",2020
9154327,1,1,4,M,26,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9154391,2,1,4,M,54,3,1,P,-,-,"SAN DIEGO","SAN DIEGO",2020
9155149,2,1,4,M,67,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2020
91563894,1,1,4,M,41,6,0,P,P,1,"SAN DIEGO","SAN DIEGO",2021
9158575,2,1,4,M,59,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9159472,1,1,4,M,49,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9161426,1,1,4,F,28,3,1,W,-,-,"SAN DIEGO","SAN DIEGO",2020
9161433,2,1,4,F,22,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9161465,1,1,4,M,59,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9161465,2,1,2,M,52,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9161465,2,2,2,F,21,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9161465,2,3,2,F,21,0,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
